Duration: 300
step,size,rho,fit
1138,12,0.996,13
1139,12,0.996,13
1140,12,0.996,13
1141,12,0.996,13
1142,12,0.996,13
1143,12,0.996,13
1144,12,0.996,13
1145,12,0.996,13
1146,12,0.996,13
1147,12,0.996,13
1148,12,0.996,13
1149,12,0.996,13
1150,12,0.996,13
1151,12,0.996,13
1152,12,0.996,13
1153,12,0.996,13
1154,12,0.996,13
1155,12,0.996,13
1156,12,0.996,13
1157,12,0.996,13
1158,12,0.996,13
1159,12,0.996,13
1160,12,0.996,13
1161,12,0.996,13
1162,12,0.996,13
1163,12,0.996,13
1164,12,0.996,13
1165,12,0.996,13
1166,12,0.996,13
1167,12,0.996,13
1168,12,0.996,13
1169,12,0.996,13
1170,12,0.996,13
1171,12,0.996,13
1172,12,0.996,13
1173,12,0.996,13
1174,12,0.996,13
1175,12,0.996,13
1176,12,0.996,13
1177,12,0.996,13
1178,12,0.996,13
1179,12,0.996,13
1180,12,0.996,13
1181,12,0.996,13
1182,12,0.996,13
1183,12,0.996,13
1184,12,0.996,13
1185,12,0.996,13
1186,12,0.996,13
1187,12,0.996,13
1188,12,0.996,13
1189,12,0.996,13
1190,12,0.996,13
1191,12,0.996,13
1192,12,0.996,13
1193,12,0.996,13
1194,12,0.996,13
1195,12,0.996,13
1196,12,0.996,13
1197,12,0.996,13
1198,12,0.996,13
1199,12,0.996,13
1200,12,0.996,13
1201,12,0.996,13
1202,12,0.996,13
1203,12,0.996,13
1204,12,0.996,13
1205,12,0.996,13
1206,12,0.996,13
1207,12,0.996,13
1208,12,0.996,13
1209,12,0.996,13
1210,12,0.996,13
1211,12,0.996,13
1212,12,0.996,13
1213,12,0.996,13
1214,12,0.996,13
1215,12,0.996,13
1216,12,0.996,13
1217,12,0.996,13
1218,12,0.996,13
1219,12,0.996,13
1220,12,0.996,13
1221,12,0.996,13
1222,12,0.996,13
1223,12,0.996,13
1224,12,0.996,13
1225,12,0.996,13
1226,12,0.996,13
1227,12,0.996,13
1228,12,0.996,13
1229,12,0.996,13
1230,12,0.996,13
1231,12,0.996,13
1232,12,0.996,13
1233,12,0.996,13
1234,12,0.996,13
1235,12,0.996,13
1236,12,0.996,13
1237,12,0.996,13
1238,12,0.996,13
1239,12,0.996,13
1240,12,0.996,13
1241,12,0.996,13
1242,12,0.996,13
1243,12,0.996,13
1244,12,0.996,13
1245,12,0.996,13
1246,12,0.996,13
1247,12,0.996,13
1248,12,0.996,13
1249,12,0.996,13
1250,12,0.996,13
1251,12,0.996,13
1252,12,0.996,13
1253,12,0.996,13
1254,12,0.996,13
1255,12,0.996,13
1256,12,0.996,13
1257,12,0.996,13
1258,12,0.996,13
1259,12,0.996,13
1260,12,0.996,13
1261,12,0.996,13
1262,12,0.996,13
1263,12,0.996,13
1264,12,0.996,13
1265,12,0.996,13
1266,12,0.996,13
1267,12,0.996,13
1268,12,0.996,13
1269,12,0.996,13
1270,12,0.996,13
1271,12,0.996,13
1272,12,0.996,13
1273,12,0.996,13
1274,12,0.996,13
1275,12,0.996,13
1276,12,0.996,13
1277,12,0.996,13
1278,12,0.996,13
1279,12,0.996,13
1280,12,0.996,13
1281,12,0.996,13
1282,12,0.996,13
1283,12,0.996,13
1284,12,0.996,13
1285,12,0.996,13
1286,12,0.996,13
1287,12,0.996,13
1288,12,0.996,13
1289,12,0.996,13
1290,12,0.996,13
1291,12,0.996,13
1292,12,0.996,13
1293,12,0.996,13
1294,12,0.996,13
1295,12,0.996,13
1296,12,0.996,13
1297,12,0.996,13
1298,12,0.996,13
1299,12,0.996,13
1300,12,0.996,13
1301,12,0.996,13
1302,12,0.996,13
1303,12,0.996,13
1304,12,0.996,13
1305,12,0.996,13
1306,12,0.996,13
1307,12,0.996,13
1308,12,0.996,13
1309,12,0.996,13
1310,12,0.996,13
1311,12,0.996,13
1312,12,0.996,13
1313,12,0.996,13
1314,12,0.996,13
1315,12,0.996,13
1316,12,0.996,13
1317,12,0.996,13
1318,12,0.996,13
1319,12,0.996,13
1320,12,0.996,13
1321,12,0.996,13
1322,12,0.996,13
1323,12,0.996,13
1324,12,0.996,13
1325,12,0.996,13
1326,12,0.996,13
